ncessch,school_name,latitude,longitude,enrollment,teachers_fte,school_level,school_type,student_teacher_ratio,norm_enrollment,norm_student_teacher_ratio,total_athletes,norm_total_athletes
60006404877,Westfield Elementary,36.090625,-119.042898,688.0,25.0,1,1,27.52,0.0459071166054126,0.0686201022146507,-4.0,0.0
60006404878,Citrus High,36.083254,-119.011778,155.0,10.0,3,4,15.5,0.0102906782492482,0.0379045996592845,-4.0,0.0
60006404879,Monache High,36.082917,-119.0511,2165.0,87.0,3,1,24.885057471264368,0.1446040761777481,0.0618868589555307,783.0,0.33704496788008564
60006404880,Porterville High,36.065435,-119.027862,2281.0,84.0,3,1,27.154761904761905,0.1523554961577013,0.0676867851058651,767.0,0.33019271948608137
60006407467,Monte Vista Elementary,36.087152,-119.033101,478.0,17.0,1,1,28.11764705882353,0.0318743735382559,0.0701473093496342,-4.0,0.0
60006407905,Vine Street Community Day,36.091591,-119.036023,9.0,1.0,3,4,9.0,0.0005345806882726,0.0212947189097103,-4.0,0.0
60006408426,Granite Hills High,36.068453,-118.978612,1214.0,58.0,3,1,20.93103448275862,0.0810557968593384,0.0517828819831992,441.0,0.1905781584582441
60006409424,Los Robles Elementary,36.084268,-119.005741,439.0,17.0,1,1,25.823529411764707,0.0292682926829268,0.0642849984968433,-4.0,0.0
60006411533,Santa Fe Elementary,36.060767,-119.009525,823.0,35.0,1,1,23.51428571428572,0.0549281657200133,0.0583840350450231,-4.0,0.0
60006411535,Strathmore High,36.145226,-119.064512,334.0,22.0,3,1,15.181818181818182,0.0222519211493484,0.037091528573641,494.0,0.2132762312633833
60006411825,Sequoia Middle,36.09524,-119.04517,506.0,25.0,2,1,20.24,0.0337454059472101,0.0500170357751277,-4.0,0.0
60006412042,Butterfield Charter,36.092278,-119.037634,284.0,14.0,4,1,20.285714285714285,0.0189107918476445,0.050133852518861,-4.0,0.0
60006412356,Harmony Magnet Academy,36.143243,-119.063831,511.0,21.0,3,1,24.33333333333333,0.0340795188773805,0.0604770017035775,-4.0,0.0
60006414357,Porterville Military Academy,36.092278,-119.037634,250.0,13.0,3,1,19.23076923076923,0.0166388239224858,0.0474380815096317,0.0,0.0017130620985010706
60006501237,Grand View Elementary,36.5125,-119.4302,335.0,15.0,1,1,22.33333333333333,0.0223187437353825,0.055366269165247,-4.0,0.0
60006501238,Jefferson Elementary,36.5376,-119.3777,576.0,24.0,1,1,24.0,0.0384229869695957,0.0596252129471891,-4.0,0.0
60006501239,Lincoln Elementary,36.5522,-119.3899,611.0,22.0,1,1,27.772727272727277,0.0407617774807885,0.0692659129626761,-4.0,0.0
60006501240,Washington Intermediate,36.5542,-119.3804,1019.0,46.0,2,1,22.15217391304348,0.0680253925826929,0.0549033404932967,-4.0,0.0
60006501241,Wilson Elementary,36.532505,-119.392019,560.0,23.0,1,1,24.347826086956523,0.0373538255930504,0.0605140359973335,-4.0,0.0
60006501242,Dinuba High,36.5413,-119.3864,2171.0,90.0,3,1,24.122222222222224,0.1450050116939525,0.0599375354911981,918.0,0.39486081370449677
60006501243,Sierra Vista High (Continuation),36.5279,-119.384,41.0,7.0,3,4,5.857142857142857,0.0026729034413631,0.0132635677780481,-4.0,0.0
60006509359,Roosevelt Elementary,36.558,-119.4006,619.0,22.0,1,1,28.13636363636364,0.0412963581690611,0.0701951370605544,-4.0,0.0
60006511370,Ronald Reagan Academy,36.5281,-119.3838,141.0,6.0,4,4,23.5,0.0093551620447711,0.0583475298126064,-4.0,0.0
60006511536,John F. Kennedy Elementary,36.5531,-119.3777,516.0,21.0,1,1,24.571428571428573,0.0344136318075509,0.0610854222438549,-4.0,0.0
60006700730,Caruthers Elementary,36.537126,-119.832429,883.0,44.0,1,1,20.068181818181817,0.0589375208820581,0.0495779773888802,-4.0,0.0
60006700731,Caruthers High,36.539596,-119.838122,672.0,34.0,3,1,19.764705882352946,0.0448379552288673,0.0488024852189598,-4.0,0.0
60006700732,MARC High,36.537494,-119.840361,14.0,1.0,3,4,14.0,0.000868693618443,0.0340715502555366,-4.0,0.0
60006807312,Webster Elementary,36.930162,-119.886605,563.0,23.0,1,1,24.47826086956522,0.0375542933511526,0.0608473446411376,-4.0,0.0
60006808144,Independence Continuation High,36.925282,-119.896503,37.0,2.0,3,4,18.5,0.0024056130972268,0.0455706984667802,-4.0,0.0
60006810542,Liberty High,36.925282,-119.896503,599.0,32.0,3,1,18.71875,0.0399599064483795,0.0461296848381601,338.0,0.14646680942184154
60006810543,Ranchos Middle,36.9295,-119.902296,357.0,16.0,2,1,22.3125,0.0237888406281323,0.0553130323679727,-4.0,0.0
60006811682,Sierra View Elementary,36.987698,-119.880513,354.0,14.0,1,1,25.285714285714285,0.02358837287003,0.0629106838646872,-4.0,0.0
60006811949,Centennial Independent Study,36.925282,-119.896503,19.0,1.0,4,4,19.0,0.0012028065486134,0.0468483816013628,-4.0,0.0
60006812658,Valley Children's Hospital,36.884269,-119.799957,9.0,1.0,4,1,9.0,0.0005345806882726,0.0212947189097103,-4.0,0.0
60006814039,Freedom Home,36.98624,-119.879843,76.0,2.0,4,4,38.0,0.0050116939525559,0.0954003407155025,-4.0,0.0
60006814552,Stone Creek Elementary,36.917538,-119.806524,296.0,13.0,1,1,22.76923076923077,0.0197126628800534,0.0564801467697549,0.0,0.0017130620985010706
60006908607,Valley Center High,33.2797,-117.0246,1228.0,50.0,3,1,24.56,0.0819913130638155,0.0610562180579216,832.0,0.35802997858672375
60006908608,Oak Glen High,33.2812,-117.0252,63.0,3.0,3,4,21.0,0.0041430003341129,0.0519591141396933,-4.0,0.0
60006908610,Pauma Elementary,33.3157,-117.0007,234.0,10.0,1,1,23.4,0.0155696625459405,0.0580919931856899,-4.0,0.0
60006908612,Valley Center Middle,33.2255,-116.9773,791.0,36.0,2,1,21.97222222222222,0.0527898429669228,0.0544434980124929,-4.0,0.0
60006908613,Valley Center Primary,33.2407,-117.021,471.0,21.0,1,1,22.428571428571427,0.0314066154360173,0.055609637381358,-4.0,0.0
60006908614,Valley Center Elementary,33.2354,-117.0222,452.0,20.0,1,1,22.6,0.0301369863013698,0.0560477001703577,-4.0,0.0
60006910646,Valley Center Prep,33.23539,-117.022208,118.0,4.0,4,4,29.5,0.0078182425659873,0.0736797274275979,-4.0,0.0
60006911158,Lilac,33.258,-117.0691,452.0,21.0,1,1,21.52380952380953,0.0301369863013698,0.0532976393283037,-4.0,0.0
60011607170,Chawanakee Academy Charter,37.124457,-119.729959,308.0,10.0,4,1,30.8,0.0205145339124624,0.0770017035775127,-4.0,0.0
60011609296,North Fork Elementary,37.2274,-119.5017,211.0,10.0,1,1,21.1,0.0140327430671566,0.0522146507666098,-4.0,0.0
60011609482,Spring Valley Elementary,37.1212,-119.7001,237.0,10.0,1,1,23.7,0.0157701303040427,0.0588586030664395,-4.0,0.0
60011610544,Mountain Oaks High,37.227236,-119.505627,16.0,3.0,3,1,5.333333333333333,0.0010023387905111,0.0119250425894378,-4.0,0.0
60011612212,Minarets High,37.124457,-119.729959,223.0,9.0,3,1,24.77777777777778,0.0148346140995656,0.0616127200454287,25.0,0.012419700214132762
60011613035,Minarets Charter High,37.124457,-119.729959,278.0,14.0,3,1,19.857142857142858,0.01850985633144,0.0490386955463616,65.0,0.029550321199143467
60011614261,Hillside Elementary,36.96968,-119.779578,264.0,13.0,1,1,20.307692307692307,0.0175743401269629,0.0501900144148866,0.0,0.0017130620985010706
60015310929,Alhambra High,34.0929,-118.1288,2185.0,95.0,3,1,23.0,0.1459405278984296,0.0570698466780238,829.0,0.35674518201284794
60015310930,Mark Keppel High,34.0705,-118.1156,2208.0,81.0,3,1,27.25925925925926,0.1474774473772135,0.0679538141207647,721.0,0.31049250535331907
60015310931,San Gabriel High,34.0933,-118.1087,1767.0,74.0,3,1,23.87837837837838,0.1180086869361844,0.059314425157696,634.0,0.2732334047109208
60015310932,Independence High (Alternative),34.090661,-118.141227,216.0,8.0,3,4,27.0,0.014366855997327,0.0672913117546848,-4.0,0.0
60015310934,Brightwood Elementary,34.0461,-118.1526,829.0,34.0,1,1,24.38235294117647,0.0553291012362178,0.0606022647559875,-4.0,0.0
60015310935,Emery Park Elementary,34.0881,-118.1547,390.0,20.0,1,1,19.5,0.0259939859672569,0.0481260647359454,-4.0,0.0
60015310936,Fremont Elementary,34.0707,-118.1509,577.0,28.0,1,1,20.607142857142858,0.0384898095556298,0.0509552202482355,-4.0,0.0
60015310937,Garfield Elementary,34.1011,-118.1329,592.0,32.0,1,1,18.5,0.0394921483461409,0.0455706984667802,-4.0,0.0
60015310938,Granada Elementary,34.0984,-118.1167,373.0,21.0,1,1,17.761904761904763,0.0248580020046775,0.0436845947919201,-4.0,0.0
60015310939,Marguerita Elementary,34.0749,-118.1385,511.0,24.0,1,1,21.291666666666668,0.0340795188773805,0.0527044293015332,-4.0,0.0
60015310940,Martha Baldwin Elementary,34.085,-118.1159,963.0,38.0,1,1,25.34210526315789,0.0642833277647845,0.0630547834663319,-4.0,0.0
60015310941,Monterey Highlands Elementary,34.0578,-118.1549,946.0,41.0,1,1,23.07317073170732,0.0631473438022051,0.0572568246977188,-4.0,0.0
60015310942,Park Elementary,34.0953,-118.1429,689.0,30.0,1,1,22.966666666666665,0.0459739391914467,0.056984667802385,-4.0,0.0
60015310943,Ramona Elementary,34.0762,-118.1286,726.0,32.0,1,1,22.6875,0.0484463748747076,0.0562712947189097,-4.0,0.0
60015310944,Repetto Elementary,34.0536,-118.1283,718.0,28.0,1,1,25.642857142857142,0.047911794186435,0.0638233146751034,-4.0,0.0
60015310945,William Northrup Elementary,34.0863,-118.135,804.0,39.0,1,1,20.615384615384617,0.0536585365853658,0.0509762809592451,-4.0,0.0
60015310946,Ynez Elementary,34.0614,-118.1286,721.0,30.0,1,1,24.03333333333333,0.0481122619445372,0.0597103918228279,-4.0,0.0
60015811503,John H. Pitman High,37.5298,-120.8788,2076.0,95.0,3,1,21.852631578947367,0.138656866020715,0.0541379001165605,574.0,0.24753747323340472
60015811504,Roselawn High,37.495017,-120.875428,204.0,11.0,3,4,18.545454545454547,0.0135649849649181,0.045686851479015,-4.0,0.0
60015811505,Turlock High,37.4994,-120.8323,2512.0,119.0,3,1,21.10924369747899,0.1677915135315736,0.05223827179935,661.0,0.284796573875803
60015811506,Turlock Junior High,37.5283,-120.8687,1310.0,62.0,2,1,21.12903225806452,0.08747076511861,0.0522888388195856,-4.0,0.0
60015811508,Crowell Elementary,37.5092,-120.8475,655.0,31.0,1,1,21.12903225806452,0.043701971266288,0.0522888388195856,-4.0,0.0
60015811509,Cunningham Elementary,37.4773,-120.8523,586.0,25.0,1,1,23.44,0.0390912128299365,0.0581942078364565,-4.0,0.0
60015811510,Julien Elementary,37.4992,-120.8277,830.0,37.0,1,1,22.43243243243243,0.0553959238222519,0.0556195036603895,-4.0,0.0
60015811511,Osborn Two-Way Immersion Academy,37.4935,-120.8632,814.0,34.0,1,1,23.94117647058824,0.0543267624457066,0.059474897284297,-4.0,0.0
60015811512,Wakefield Elementary,37.4847,-120.8534,695.0,32.0,1,1,21.71875,0.0463748747076511,0.0537957836456558,-4.0,0.0
60015811513,Walter M. Brown Elementary,37.5178,-120.8643,620.0,28.0,1,1,22.142857142857142,0.0413631807550952,0.054879532733025,-4.0,0.0
60015811515,Dennis G. Earl Elementary,37.5307,-120.8411,813.0,34.0,1,1,23.91176470588235,0.0542599398596725,0.0593997394528509,-4.0,0.0
60015811516,Marvin A. Dutcher Middle,37.5064,-120.8364,783.0,37.0,2,1,21.16216216216216,0.0522552622786501,0.0523734978590174,-4.0,0.0
60015811816,Sandra Tovar Medeiros Elementary,37.534,-120.8566,764.0,37.0,1,1,20.64864864864865,0.0509856331440026,0.0510612827478244,-4.0,0.0
60015812175,Walnut Elementary Education Center,37.532362,-120.868093,856.0,36.0,1,1,23.77777777777778,0.0571333110591379,0.0590573537762634,-4.0,0.0
60015901473,Etna Elementary,41.458125,-122.89514,128.0,6.0,1,1,21.33333333333333,0.008486468426328,0.0528109028960817,-4.0,0.0
60015901474,Etna Union High,41.460978,-122.898945,190.0,13.0,3,1,14.615384615384617,0.012629468760441,0.0356440833442537,111.0,0.04925053533190578
60015901615,Fort Jones Elementary,41.604442,-122.846137,128.0,6.0,1,1,21.33333333333333,0.008486468426328,0.0528109028960817,-4.0,0.0
60015904089,Scott River High,41.460446,-122.900752,16.0,1.0,3,4,16.0,0.0010023387905111,0.0391822827938671,-4.0,0.0
60015908834,Scott Valley Junior High,41.610135,-122.843426,153.0,8.0,2,1,19.125,0.01015703307718,0.0471678023850085,-4.0,0.0
60016000936,Coarsegold Elementary,37.255541,-119.717838,241.0,12.0,1,1,20.08333333333333,0.016037420648179,0.0496166950596252,-4.0,0.0
60016007023,Yosemite High,37.329189,-119.632529,565.0,25.0,3,1,22.6,0.0376879385232208,0.0560477001703577,365.0,0.15802997858672377
60016007902,Ahwahnee High,37.32597,-119.630689,19.0,1.0,3,4,19.0,0.0012028065486134,0.0468483816013628,-4.0,0.0
60016009210,Raymond Granite High,37.208258,-119.906144,3.0,1.0,3,4,3.0,0.0001336451720681,0.0059625212947189,-4.0,0.0
60016010252,Rivergold Elementary,37.208494,-119.781175,398.0,18.0,1,1,22.11111111111111,0.0265285666555295,0.0547984099943214,-4.0,0.0
60016010254,Evergreen High,37.329189,-119.632529,40.0,2.0,3,4,20.0,0.0026060808553291,0.0494037478705281,-4.0,0.0
60016012074,Yosemite Falls Education Center,37.329189,-119.632529,101.0,3.0,4,4,33.666666666666664,0.0066822586034079,0.0843270868824531,-4.0,0.0
60133106604,Alps View High (Continuation),40.739653,-122.947791,19.0,1.0,3,4,19.0,0.0012028065486134,0.0468483816013628,-4.0,0.0
60133106605,Trinity High,40.739653,-122.947791,315.0,17.0,3,1,18.529411764705884,0.0209822920147009,0.0456458562982262,120.0,0.05310492505353319
60133106872,Weaverville Elementary,40.73307,-122.93605,323.0,17.0,1,1,19.0,0.0215168727029736,0.0468483816013628,-4.0,0.0
60133201201,Del Paso Heights Elementary,38.634083,-121.452949,440.0,18.0,1,1,24.444444444444443,0.0293351152689609,0.0607609312890403,-4.0,0.0
60133201202,Fairbanks Elementary,38.62674,-121.461795,352.0,15.0,1,1,23.466666666666665,0.0234547276979619,0.0582623509369676,-4.0,0.0
60133201984,Foothill Ranch Middle,38.675603,-121.347771,422.0,23.0,2,1,18.347826086956523,0.0281323087203474,0.045181838382342,-4.0,0.0
60133201985,Foothill High,38.679794,-121.348553,1183.0,52.0,3,1,22.75,0.0789842966922819,0.0564310051107325,-4.0,0.0
60133201987,Grant Union High,38.636213,-121.435059,2088.0,96.0,3,1,21.75,0.1394587370531239,0.0538756388415673,40.0,0.018843683083511774
60133201988,Highlands High,38.688071,-121.358922,723.0,39.0,3,1,18.53846153846154,0.0482459071166054,0.045668981784825,48.0,0.022269807280513917
60133201991,Rio Linda High,38.682979,-121.439773,1648.0,80.0,3,1,20.6,0.1100567991981289,0.0509369676320272,105.0,0.046680942184154174
60133201992,Rio Linda Preparatory Academy,38.680787,-121.442163,343.0,17.0,2,1,20.176470588235293,0.0228533244236551,0.0498546948592043,-4.0,0.0
60133201993,Rio Tierra Junior High,38.625196,-121.481033,295.0,18.0,2,1,16.38888888888889,0.0196458402940193,0.0401760363429869,-4.0,0.0
60133203711,Foothill Oaks Elementary,38.691507,-121.334669,486.0,22.0,1,1,22.09090909090909,0.0324089542265285,0.0547467864333281,-4.0,0.0
60133204148,Smythe Academy of Arts and Sciences,38.615271,-121.476073,1115.0,47.0,1,1,23.72340425531915,0.0744403608419645,0.058918409511037,-4.0,0.0
60133204149,D. W. Babcock Elementary,38.609331,-121.425917,318.0,14.0,1,1,22.714285714285715,0.0211827597728032,0.0563397420296909,-4.0,0.0
60133204151,Hagginwood Elementary,38.622445,-121.433511,342.0,14.0,1,1,24.428571428571427,0.0227865018376211,0.0607203699196884,-4.0,0.0
60133204153,Hazel Strauch Elementary,38.624235,-121.481113,608.0,24.0,1,1,25.33333333333333,0.0405613097226862,0.0630323679727427,-4.0,0.0
60133204154,Michael J. Castori Elementary,38.633154,-121.424304,597.0,25.0,1,1,23.88,0.0398262612763114,0.0593185689948892,-4.0,0.0
60133204155,Las Palmas Elementary,38.619392,-121.455927,969.0,36.0,1,1,26.916666666666668,0.0646842632809889,0.0670783645655877,-4.0,0.0
60133204156,Northwood Elementary,38.613978,-121.437563,351.0,16.0,1,1,21.9375,0.0233879051119278,0.0543547700170357,-4.0,0.0
60133204157,Woodlake Elementary,38.602973,-121.450885,266.0,12.0,1,1,22.166666666666668,0.017707985299031,0.0549403747870528,-4.0,0.0
60133205023,Westside Preparatory Charter,38.686459,-121.466628,406.0,20.0,2,1,20.3,0.0270631473438022,0.0501703577512776,-4.0,0.0
60133205094,Warren A. Allison Elementary,38.68975,-121.364739,353.0,16.0,1,1,22.0625,0.0235215502839959,0.0546741908006814,-4.0,0.0
60133205095,Dry Creek Elementary,38.679487,-121.436757,582.0,24.0,1,1,24.25,0.0388239224858002,0.0602640545144804,-4.0,0.0
60133205096,Frederick Joyce Elementary,38.676293,-121.382459,534.0,22.0,1,1,24.272727272727277,0.0356164383561643,0.0603221310205978,-4.0,0.0
60133205097,Frontier Elementary,38.683267,-121.343594,402.0,16.0,1,1,25.125,0.0267958569996658,0.0625,-4.0,0.0
60133205098,Hillsdale Elementary,38.686028,-121.35668,261.0,15.0,1,1,17.4,0.0173738723688606,0.0427597955706984,-4.0,0.0
60133205100,Kohler Elementary,38.679028,-121.365941,431.0,18.0,1,1,23.944444444444443,0.0287337119946541,0.0594832481544576,-4.0,0.0
60133205102,Madison Elementary,38.662168,-121.369694,671.0,28.0,1,1,23.964285714285715,0.0447711326428332,0.0595339498661474,-4.0,0.0
60133205103,Oakdale Elementary,38.653623,-121.377895,623.0,25.0,1,1,24.92,0.0415636485131974,0.0619761499148211,-4.0,0.0
60133205104,Orchard Elementary,38.697549,-121.440984,341.0,13.0,1,1,26.23076923076923,0.022719679251587,0.0653256453937885,-4.0,0.0
60133205105,Pioneer Elementary,38.672927,-121.342646,603.0,23.0,1,1,26.217391304347824,0.0402271967925158,0.0652914598918598,-4.0,0.0
60133205107,Sierra View Elementary,38.699043,-121.378876,297.0,11.0,1,1,27.0,0.0197794854660875,0.0672913117546848,-4.0,0.0
60133205108,Village Elementary,38.692306,-121.371491,408.0,16.0,1,1,25.5,0.0271967925158703,0.0634582623509369,-4.0,0.0
60133205109,Woodridge Elementary,38.672721,-121.351146,638.0,24.0,1,1,26.58333333333333,0.0425659873037086,0.0662265758091993,-4.0,0.0
60133207240,Elwood J. Keema High,38.640577,-121.437208,1032.0,35.0,4,4,29.485714285714284,0.0688940862011359,0.0736432221951813,-4.0,0.0
60133207727,Pacific Career and Technology High,38.684469,-121.37224,124.0,9.0,3,4,13.77777777777778,0.0082191780821917,0.033503691084611,-4.0,0.0
60133207728,Miles P. Richmond,38.68462,-121.36055,54.0,6.0,3,2,9.0,0.0035415970598062,0.0212947189097103,-4.0,0.0
60133207729,Martin Luther King Jr. Technology Academy,38.623456,-121.452179,383.0,23.0,2,1,16.652173913043477,0.0255262278650183,0.0408488260128879,-4.0,0.0
60133208818,Garden Valley Elementary,38.633581,-121.477294,315.0,12.0,1,1,26.25,0.0209822920147009,0.0653747870528109,-4.0,0.0
60133208952,Ridgepoint Elementary,38.70054,-121.356285,636.0,24.0,1,1,26.5,0.0424323421316404,0.0660136286201022,-4.0,0.0
60133209623,Westside Elementary,38.686459,-121.466628,329.0,12.0,1,1,27.416666666666668,0.021917808219178,0.0683560477001703,-4.0,0.0
60133210598,Vista Nueva Career and Technology High,38.640487,-121.418522,114.0,11.0,3,4,10.363636363636363,0.0075509522218509,0.0247793092767539,-4.0,0.0
60133211074,Creative Connections Arts Academy,38.700571,-121.370196,664.0,32.0,4,1,20.75,0.0443033745405947,0.051320272572402,-4.0,0.0
60133211201,Norwood Junior High,38.652562,-121.457692,436.0,25.0,2,1,17.44,0.0290678249248245,0.042862010221465,-4.0,0.0
60133211730,Regency Park Elementary,38.681385,-121.500543,649.0,25.0,1,1,25.96,0.0433010357500835,0.0646337308347529,-4.0,0.0
60133213020,Nova Opportunity,38.640487,-121.418522,6.0,5.0,2,1,1.2,0.0003341129301703,0.0013628620102214,-4.0,0.0
60133902076,Hamilton Elementary,39.739925,-122.016011,412.0,18.0,1,1,22.88888888888889,0.0274640828600066,0.056785917092561,-4.0,0.0
60133902078,Hamilton High,39.745508,-122.019438,288.0,20.0,3,1,14.4,0.0191780821917808,0.0350936967632027,130.0,0.05738758029978586
60133910219,Ella Barkley High,39.74571,-122.016725,9.0,1.0,3,4,9.0,0.0005345806882726,0.0212947189097103,-4.0,0.0
60140900490,Home Street Middle,37.363,-118.4028,436.0,21.0,2,1,20.761904761904763,0.0290678249248245,0.0513506935994159,-4.0,0.0
60140900491,Bishop Union High,37.3631,-118.3994,625.0,31.0,3,1,20.161290322580644,0.0416972936852656,0.0498159037203934,126.0,0.055674518201284794
60140904490,Keith B. Bright High (Juvenile Hall),37.360302,-118.434249,2.0,1.0,3,4,2.0,6.682258603407952e-05,0.0034071550255536,-4.0,0.0
60140909309,Bishop Elementary,37.3645,-118.406,817.0,38.0,1,1,21.5,0.0545272302038088,0.0532367972742759,-4.0,0.0
60140909310,Palisade Glacier High (Continuation),37.15245,-118.32809,38.0,3.0,3,4,12.666666666666666,0.0024724356832609,0.0306643952299829,-4.0,0.0
60140910805,CDS Home Street,37.362969,-118.402848,12.0,1.0,2,4,12.0,0.0007350484463748,0.0289608177172061,-4.0,0.0
60140912380,CDS Bishop Elementary,37.3645,-118.406,1.0,1.0,1,4,1.0,0.0,0.0008517887563884,-4.0,0.0
60140913022,CDS Bishop High,37.3622,-118.4028,4.0,1.0,3,4,4.0,0.0002004677581022,0.0085178875638841,-4.0,0.0
60141002500,Lammersville Elementary,37.751256,-121.514187,457.0,21.0,1,1,21.761904761904763,0.0304710992315402,0.0539060598685811,-4.0,0.0
60141011412,Wicklund Elementary,37.771921,-121.540515,789.0,35.0,1,1,22.542857142857144,0.0526561977948546,0.0559016792406911,-4.0,0.0
60141012109,Bethany Elementary,37.773101,-121.549896,782.0,31.0,1,1,25.225806451612904,0.0521884396926161,0.0627575974061658,-4.0,0.0
60141012551,Sebastian Questa Elementary,37.788578,-121.551636,723.0,31.0,1,1,23.32258064516129,0.0482459071166054,0.0578941583777545,-4.0,0.0
60141013692,Mountain House High,37.764959,-121.546057,1974.0,80.0,3,1,24.675,0.1318409622452389,0.0613500851788756,340.0,0.14732334047109208
60141013781,Altamont Elementary,37.78263,-121.55084,589.0,25.0,1,1,23.56,0.0392916805880387,0.0585008517887563,-4.0,0.0
60141014330,Hansen Elementary,37.760795,-121.553138,868.0,35.0,1,1,24.8,0.0579351820915469,0.0616695059625213,0.0,0.0017130620985010706
60141014521,Julius Cordes Elementary,37.761875,-121.53958,796.0,33.0,1,1,24.12121212121212,0.0531239558970932,0.0599349543131485,0.0,0.0017130620985010706
60141402792,Santa Barbara Charter,34.4499,-119.8351,276.0,13.0,1,1,21.23076923076923,0.0183762111593718,0.0525488140479622,-4.0,0.0
60141406015,Adams Elementary,34.4325,-119.7346,522.0,31.0,1,1,16.838709677419356,0.0348145673237554,0.041325493213167,-4.0,0.0
60141406016,Cleveland Elementary,34.4287,-119.6718,273.0,17.0,1,1,16.058823529411764,0.0181757434012696,0.0393325984567591,-4.0,0.0
60141406017,Dos Pueblos Senior High,34.4384,-119.879,2020.0,87.0,3,1,23.2183908045977,0.1349148012028065,0.0576279151735886,689.0,0.2967880085653105
60141406018,Franklin Elementary,34.4257,-119.6783,443.0,24.0,1,1,18.45833333333333,0.0295355830270631,0.0454642248722316,-4.0,0.0
60141406020,Goleta Valley Junior High,34.45,-119.8351,744.0,37.0,2,1,20.10810810810811,0.049649181423321,0.0496800036834108,-4.0,0.0
60141406021,Harding University Partnership,34.4163,-119.7212,322.0,18.0,1,1,17.88888888888889,0.0214500501169395,0.0440090857467348,-4.0,0.0
60141406022,La Colina Junior High,34.4493,-119.7562,898.0,40.0,2,1,22.45,0.0599398596725693,0.0556643952299829,-4.0,0.0
60141406023,La Cuesta Continuation High,34.4213,-119.6959,115.0,7.0,3,4,16.428571428571427,0.007617774807885,0.0402774397663665,-4.0,0.0
60141406024,La Cumbre Junior High,34.4241,-119.7281,491.0,26.0,2,1,18.884615384615383,0.0327430671566989,0.0465535316472284,-4.0,0.0
60141406025,Monroe Elementary,34.4049,-119.7308,328.0,21.0,1,1,15.61904761904762,0.021850985633144,0.0382088099294232,-4.0,0.0
60141406028,Roosevelt Elementary,34.4365,-119.7102,433.0,24.0,1,1,18.041666666666668,0.0288673571667223,0.0443994889267461,-4.0,0.0
60141406029,San Marcos Senior High,34.4376,-119.7869,1998.0,90.0,3,1,22.2,0.1334447043100568,0.0550255536626916,658.0,0.28351177730192717
60141406030,Santa Barbara Junior High,34.4265,-119.6887,630.0,34.0,2,1,18.529411764705884,0.042031406615436,0.0456458562982262,-4.0,0.0
60141406031,Santa Barbara Senior High,34.4295,-119.6942,2178.0,102.0,3,1,21.352941176470587,0.1454727697961911,0.0528610081170458,693.0,0.29850107066381154
60141406032,Washington Elementary,34.3985,-119.7213,537.0,30.0,1,1,17.9,0.0358169061142666,0.044037478705281,-4.0,0.0
60141408347,Santa Barbara Community Academy,34.4237,-119.7279,220.0,12.0,1,1,18.33333333333333,0.0146341463414634,0.045144804088586,-4.0,0.0
60141408980,McKinley Elementary,34.4078,-119.7022,244.0,13.0,1,1,18.76923076923077,0.0162378884062813,0.0462586816930939,-4.0,0.0
60141412435,Alta Vista Alternative High,34.4213,-119.6957,126.0,11.0,3,4,11.454545454545457,0.0083528232542599,0.0275669815703887,-4.0,0.0
60141412760,Alta Vista,34.4213,-119.6956,51.0,2.0,1,4,25.5,0.0033411293017039,0.0634582623509369,-4.0,0.0
60141500147,American Union Elementary,36.6336,-119.8421,308.0,19.0,1,1,16.210526315789473,0.0205145339124624,0.0397202546400071,-4.0,0.0
60141501784,West Fresno Middle,36.6965,-119.7941,318.0,19.0,2,1,16.736842105263158,0.0211827597728032,0.0410651842553573,-4.0,0.0
60141501785,West Fresno Elementary,36.6954,-119.794,633.0,31.0,1,1,20.41935483870968,0.0422318743735382,0.050475353080178,-4.0,0.0
60141506864,Washington High,36.6474,-119.7914,1252.0,59.0,3,1,21.220338983050848,0.0835950551286334,0.0525221609447636,329.0,0.14261241970021413
60141507896,Easton Continuation High,36.6503,-119.7955,23.0,1.0,3,4,23.0,0.0014700968927497,0.0570698466780238,-4.0,0.0
60141512820,Elm High,36.6503,-119.7956,32.0,2.0,3,4,16.0,0.0020715001670564,0.0391822827938671,-4.0,0.0
60141806994,Francis J. White Learning Center,36.425907,-119.104871,427.0,21.0,1,1,20.33333333333333,0.0284664216505178,0.0502555366269165,-4.0,0.0
60141806995,Woodlake Valley Middle,36.421017,-119.100799,463.0,21.0,2,1,22.047619047619047,0.0308720347477447,0.054636164516914,-4.0,0.0
60141806996,Woodlake High,36.419551,-119.102898,678.0,29.0,3,1,23.379310344827587,0.0452388907450718,0.0580391235387417,362.0,0.15674518201284798
60141806997,Bravo Lake High,36.423165,-119.103001,32.0,2.0,3,4,16.0,0.0020715001670564,0.0391822827938671,-4.0,0.0
60141808664,Woodlake Community Day,36.446817,-119.125035,8.0,1.0,3,4,8.0,0.0004677581022385,0.0187393526405451,-4.0,0.0
60141809659,Castle Rock Elementary,36.41845,-119.089333,462.0,19.0,1,1,24.31578947368421,0.0308052121617106,0.0604321707163991,-4.0,0.0
60142001617,Fortuna Middle,40.596612,-124.158533,259.0,15.0,2,1,17.266666666666666,0.0172402271967925,0.0424190800681431,-4.0,0.0
