ncessch,school_name,latitude,longitude,enrollment,teachers_fte,school_level,school_type,student_teacher_ratio,norm_enrollment,norm_student_teacher_ratio,total_athletes,norm_total_athletes
62140002561,Lemoore High,36.297544,-119.779065,1868.0,87.0,3,1,21.471264367816094,0.1247577681256264,0.05316336720907,736.0,0.3169164882226981
62140002562,Jamison (Donald C.) High (Continuation),36.297136,-119.776186,87.0,7.0,3,4,12.428571428571429,0.0057467423989308,0.0300559746897055,-4.0,0.0
62142002563,Buford Elementary,33.9373,-118.3645,604.0,29.0,1,1,20.82758620689655,0.0402940193785499,0.0515185337484579,-4.0,0.0
62142002564,Felton Elementary,33.9415,-118.3662,414.0,20.0,1,1,20.7,0.0275977280320748,0.0511925042589437,-4.0,0.0
62142002565,Jefferson Elementary,33.9423,-118.3586,789.0,35.0,1,1,22.542857142857144,0.0526561977948546,0.0559016792406911,-4.0,0.0
62142002566,Moffett Elementary,33.9353,-118.3495,748.0,33.0,1,1,22.666666666666668,0.0499164717674574,0.0562180579216354,-4.0,0.0
62142009147,Lennox Middle,33.9349,-118.3653,1285.0,70.0,2,1,18.357142857142858,0.0858002004677581,0.0452056461426137,-4.0,0.0
62142011299,Dolores Huerta Elementary,33.9411,-118.3466,540.0,23.0,1,1,23.47826086956522,0.0360173738723688,0.0582919783719724,-4.0,0.0
62145009564,Redwood Elementary,35.503649,-119.278794,681.0,33.0,1,1,20.63636363636364,0.045439358503174,0.051029890041815,-4.0,0.0
62145009565,Richland Junior High,35.503649,-119.278794,632.0,35.0,2,1,18.057142857142857,0.0421650517875041,0.0444390362618642,-4.0,0.0
62145009566,Golden Oak Elementary,35.498789,-119.280993,704.0,38.0,1,1,18.526315789473685,0.0469762779819579,0.0456379449475477,-4.0,0.0
62145010810,Sequoia Elementary,35.515291,-119.267968,603.0,30.0,1,1,20.1,0.0402271967925158,0.0496592844974446,-4.0,0.0
62148002569,Lewiston Elementary,40.699942,-122.813247,66.0,3.0,1,1,22.0,0.0043434680922151,0.0545144804088586,-4.0,0.0
62154002570,Liberty Elementary,38.278741,-122.706194,160.0,7.0,1,1,22.857142857142858,0.0106247911794186,0.0567047943538573,-4.0,0.0
62154012693,Liberty Primary,38.278741,-122.706194,48.0,2.0,1,1,24.0,0.0031406615436017,0.0596252129471891,-4.0,0.0
62154014513,Liberty Independent Study,38.278741,-122.706194,3.0,1.0,4,1,3.0,0.0001336451720681,0.0059625212947189,0.0,0.0017130620985010706
62157002571,Liberty Elementary,36.246934,-119.321115,749.0,31.0,1,1,24.161290322580644,0.0499832943534914,0.0600373687970544,-4.0,0.0
62160002572,La Paloma High (Continuation),37.920674,-121.681016,164.0,11.0,3,4,14.909090909090908,0.0108920815235549,0.0363946105002323,-4.0,0.0
62160002573,Liberty High,37.935854,-121.694054,2779.0,127.0,3,1,21.88188976377953,0.1856331440026729,0.0542126654951776,612.0,0.2638115631691649
62160005726,Freedom High,37.969346,-121.719964,2538.0,113.0,3,1,22.460176991150444,0.1695289007684597,0.0556904011698904,589.0,0.2539614561027837
62160008457,Independence High,37.935783,-121.697227,176.0,11.0,3,4,16.0,0.0116939525559639,0.0391822827938671,-4.0,0.0
62160010755,Heritage High,37.921224,-121.754695,2618.0,113.0,3,1,23.168141592920357,0.1748747076511861,0.0574995100330162,594.0,0.25610278372591005
62169002575,Colonial Heights,38.0234,-121.335693,535.0,25.0,1,1,21.4,0.0356832609421984,0.0529812606473594,-4.0,0.0
62169002577,John R. Williams,38.018279,-121.345246,561.0,24.0,1,1,23.375,0.0374206481790845,0.0580281090289608,-4.0,0.0
62169002578,Lincoln Elementary,38.013273,-121.322758,601.0,23.0,1,1,26.130434782608692,0.0400935516204477,0.0650692541293237,-4.0,0.0
62169002579,Lincoln High,38.011136,-121.337468,2970.0,130.0,3,1,22.846153846153847,0.1983962579351821,0.0566767134058445,990.0,0.42569593147751605
62169002580,Mable Barron,38.007717,-121.364398,662.0,29.0,1,1,22.82758620689655,0.0441697293685265,0.0566292662867884,-4.0,0.0
62169002581,Sierra Middle,38.008774,-121.337921,555.0,26.0,2,1,21.346153846153847,0.03701971266288,0.0528436640020967,-4.0,0.0
62169002582,Village Oaks High,38.000378,-121.333202,230.0,20.0,3,4,11.5,0.0153023722018042,0.0276831345826235,-4.0,0.0
62169002583,Tully C. Knoles,38.00283,-121.345257,601.0,25.0,1,1,24.04,0.0400935516204477,0.0597274275979557,-4.0,0.0
62169002775,Brookside,37.977103,-121.34919,735.0,29.0,1,1,25.344827586206897,0.0490477781490143,0.0630617399988251,-4.0,0.0
62169008875,Claudia Landeen,37.981024,-121.344313,537.0,25.0,1,1,21.48,0.0358169061142666,0.0531856899488926,-4.0,0.0
62169008876,Don Riggio,37.979421,-121.352974,526.0,23.0,1,1,22.869565217391305,0.0350818576678917,0.0567365380342196,-4.0,0.0
62169013919,John McCandless Charter,37.988197,-121.3158,436.0,21.0,1,1,20.761904761904763,0.0290678249248245,0.0513506935994159,-4.0,0.0
62181002586,Glenwood Elementary,37.9913,-121.1972,405.0,18.0,1,1,22.5,0.0269963247577681,0.0557921635434412,-4.0,0.0
62181002588,Linden Elementary,38.0205,-121.0944,380.0,17.0,1,1,22.352941176470587,0.0253257601069161,0.055416374386211,-4.0,0.0
62181002589,Linden High,38.0206,-121.088,797.0,34.0,3,1,23.44117647058824,0.0531907784831272,0.0581972141497144,313.0,0.13576017130620985
62181002590,Waterloo Elementary,38.0317,-121.1946,337.0,14.0,2,1,24.071428571428573,0.0224523889074507,0.0598077391092723,-4.0,0.0
62181002591,Waverly Elementary,38.0003,-121.2289,376.0,16.0,1,1,23.5,0.0250584697627798,0.0583475298126064,-4.0,0.0
62181012338,Pride Continuation,37.9726,-121.148,44.0,1.0,3,4,44.0,0.0028733711994654,0.110732538330494,-4.0,0.0
62187002594,Jefferson Elementary,36.203955,-119.101219,411.0,18.0,1,1,22.83333333333333,0.0273972602739726,0.0566439522998296,-4.0,0.0
62187002595,Lindsay Senior High,36.21169,-119.067414,1146.0,55.0,3,1,20.83636363636364,0.076511861009021,0.0515409632956481,565.0,0.2436830835117773
62187002596,Washington Elementary,36.205796,-119.086348,704.0,31.0,1,1,22.70967741935484,0.0469762779819579,0.0563279661482662,-4.0,0.0
62187005524,John J. Cairns Continuation,36.206552,-119.082065,68.0,4.0,3,4,17.0,0.0044771132642833,0.0417376490630323,-4.0,0.0
62187008420,Lindsay Community Day,36.206312,-119.082063,8.0,1.0,3,4,8.0,0.0004677581022385,0.0187393526405451,-4.0,0.0
62187009389,Lincoln Elementary,36.213271,-119.080293,422.0,23.0,1,1,18.347826086956523,0.0281323087203474,0.045181838382342,-4.0,0.0
62187012687,Reagan Elementary,36.207677,-119.082124,359.0,17.0,1,1,21.11764705882353,0.0239224858002004,0.0522597454654775,-4.0,0.0
62187012765,Roosevelt Elementary,36.218154,-119.095019,485.0,20.0,1,1,24.25,0.0323421316404944,0.0602640545144804,-4.0,0.0
62187012815,Kennedy Elementary,36.211523,-119.07165,364.0,17.0,1,1,21.41176470588235,0.0242565987303708,0.0530113237799378,-4.0,0.0
62187012847,Loma Vista Charter,36.206552,-119.082065,33.0,2.0,4,1,16.5,0.0021383227530905,0.0404599659284497,-4.0,0.0
62190002597,Linns Valley-Poso Flat Elementary,35.729974,-118.704238,24.0,2.0,1,1,12.0,0.0015369194787838,0.0289608177172061,-4.0,0.0
62193002598,Cresson Elementary,33.9292,-118.0852,247.0,11.0,1,1,22.454545454545453,0.0164383561643835,0.0556760105312064,-4.0,0.0
62193002601,Jersey Avenue Elementary,33.9534,-118.0821,340.0,15.0,1,1,22.666666666666668,0.0226528566655529,0.0562180579216354,-4.0,0.0
62193002602,Lake Center Middle,33.9386,-118.0839,770.0,37.0,2,1,20.81081081081081,0.0513865686602071,0.0514756664671485,-4.0,0.0
62193002603,Lakeland Elementary,33.9299,-118.0765,343.0,14.0,1,1,24.5,0.0228533244236551,0.0609028960817717,-4.0,0.0
62193002604,Lakeside Middle,33.9277,-118.0975,536.0,27.0,2,1,19.85185185185185,0.0357500835282325,0.049025175089911,-4.0,0.0
62193002605,Lakeview Elementary,33.9435,-118.0886,497.0,21.0,1,1,23.666666666666668,0.0331440026729034,0.0587734241908006,-4.0,0.0
62193002606,William W. Orr Elementary,33.9214,-118.0859,361.0,17.0,1,1,21.235294117647054,0.0240561309722686,0.0525603767912616,-4.0,0.0
62193002607,Paddison Elementary,33.9205,-118.0756,330.0,16.0,1,1,20.625,0.0219846308052121,0.0510008517887563,-4.0,0.0
62193002608,Studebaker Elementary,33.925,-118.1007,440.0,19.0,1,1,23.157894736842103,0.0293351152689609,0.0574733255626288,-4.0,0.0
62196002609,Little Shasta Elementary,41.712165,-122.388121,15.0,2.0,1,1,7.5,0.0009355162044771,0.0174616695059625,-4.0,0.0
62199002611,Green Acres Elementary,36.983729,-121.986729,329.0,14.0,1,1,23.5,0.021917808219178,0.0583475298126064,-4.0,0.0
62199002612,Live Oak Elementary,36.975362,-121.981768,323.0,15.0,1,1,21.53333333333333,0.0215168727029736,0.0533219761499148,-4.0,0.0
62199007434,Shoreline Middle,36.967544,-121.986336,457.0,27.0,2,1,16.925925925925927,0.0304710992315402,0.0415483626727238,-4.0,0.0
62199007435,Del Mar Elementary,36.965258,-121.984619,353.0,15.0,1,1,23.53333333333333,0.0235215502839959,0.0584327086882453,-4.0,0.0
62199010412,Ocean Alternative Education Center,36.983822,-121.985802,110.0,4.0,1,1,27.5,0.0072836618777146,0.0685689948892674,-4.0,0.0
62199011260,Tierra Pacifica Charter,36.983389,-121.985753,155.0,6.0,1,1,25.83333333333333,0.0102906782492482,0.0643100511073253,-4.0,0.0
62205002613,Encinal Elementary,39.225401,-121.660234,108.0,5.0,1,1,21.6,0.0071500167056465,0.0534923339011925,-4.0,0.0
62205002614,Live Oak Middle,39.275442,-121.652849,406.0,23.0,2,1,17.652173913043477,0.0270631473438022,0.0434041922820531,-4.0,0.0
62205002615,Live Oak High,39.277126,-121.656984,602.0,29.0,3,1,20.75862068965517,0.0401603742064817,0.0513423015919638,370.0,0.16017130620985012
62205002616,Luther Elementary,39.278221,-121.667882,755.0,36.0,1,1,20.97222222222222,0.0503842298696959,0.0518881317433276,-4.0,0.0
62205009390,Valley Oak Continuation High,39.276287,-121.655153,17.0,1.0,3,4,17.0,0.0010691613765452,0.0417376490630323,-4.0,0.0
62205009891,Live Oak Alternative,39.276287,-121.655153,36.0,1.0,4,4,36.0,0.0023387905111927,0.090289608177172,-4.0,0.0
62211000052,Leo R. Croce Elementary,37.717686,-121.728948,512.0,23.0,1,1,22.26086956521739,0.0341463414634146,0.0551810976964669,-4.0,0.0
62211002618,Andrew N. Christensen Middle,37.72551,-121.72868,624.0,27.0,2,1,23.11111111111111,0.0416304710992315,0.0573537762634866,-4.0,0.0
62211002620,Arroyo Seco Elementary,37.68436,-121.72849,592.0,27.0,1,1,21.925925925925927,0.0394921483461409,0.05432519401855,-4.0,0.0
62211002621,Del Valle Continuation High,37.678621,-121.766672,128.0,11.0,3,4,11.636363636363637,0.008486468426328,0.0280315936193278,-4.0,0.0
62211002622,Junction K-8,37.687855,-121.766437,863.0,43.0,1,1,20.069767441860463,0.0576010691613765,0.0495820292381442,-4.0,0.0
62211002623,East Avenue Middle,37.678728,-121.750847,568.0,27.0,2,1,21.03703703703704,0.037888406281323,0.0520537573348476,-4.0,0.0
62211002624,Emma C. Smith Elementary,37.666092,-121.797494,654.0,28.0,1,1,23.357142857142858,0.0436351486802539,0.05798247748844,-4.0,0.0
62211002626,Granada High,37.674848,-121.787818,2295.0,103.0,3,1,22.281553398058254,0.1532910123621784,0.0552339524652255,1011.0,0.4346895074946467
62211002627,Jackson Avenue Elementary,37.68515,-121.741732,477.0,22.0,1,1,21.681818181818183,0.0318075509522218,0.0537014093232151,-4.0,0.0
62211002628,Joe Michell,37.6693,-121.783497,764.0,35.0,1,1,21.82857142857143,0.0509856331440026,0.0540764176198588,-4.0,0.0
62211002630,Livermore High,37.680722,-121.761444,1791.0,79.0,3,1,22.670886075949365,0.1196124290010023,0.0562288400577922,818.0,0.35203426124197
62211002631,Marylin Avenue Elementary,37.68444,-121.785718,346.0,20.0,1,1,17.3,0.0230537921817574,0.0425042589437819,-4.0,0.0
62211002632,Rancho Las Positas Elementary,37.688015,-121.796637,595.0,27.0,1,1,22.03703703703704,0.0396926161042432,0.0546091236040128,-4.0,0.0
62211002635,Sunset Elementary,37.662719,-121.77409,732.0,29.0,1,1,25.24137931034483,0.0488473103909121,0.0627973917640839,-4.0,0.0
62211002636,William Mendenhall Middle,37.662847,-121.793683,896.0,38.0,2,1,23.57894736842105,0.0598062145005011,0.058549269254909,-4.0,0.0
62211008438,Altamont Creek Elementary,37.722632,-121.718462,563.0,23.0,1,1,24.47826086956522,0.0375542933511526,0.0608473446411376,-4.0,0.0
62211008877,Vineyard Alternative,37.67694,-121.74063,195.0,13.0,4,4,15.0,0.0129635816906114,0.0366269165247018,-4.0,0.0
62211014134,Lawrence Elementary,37.69068,-121.77028,371.0,18.0,1,1,20.61111111111111,0.0247243568326094,0.0509653605905735,-4.0,0.0
62217002637,Campus Park Elementary,37.380497,-120.717329,446.0,23.0,1,1,19.39130434782609,0.0297360507851653,0.0478483075327753,-4.0,0.0
62217002639,Livingston Middle,37.383032,-120.740587,796.0,35.0,2,1,22.742857142857144,0.0531239558970932,0.0564127524945242,-4.0,0.0
62217008739,Selma Herndon Elementary,37.384004,-120.727513,628.0,30.0,1,1,20.933333333333334,0.0418977614433678,0.0517887563884156,-4.0,0.0
62217009893,Yamato Colony Elementary,37.392767,-120.717894,620.0,29.0,1,1,21.379310344827587,0.0413631807550952,0.0529283910004112,-4.0,0.0
62223001341,Sutherland Elementary,38.034627,-121.305619,351.0,17.0,1,1,20.647058823529413,0.0233879051119278,0.0510572201623409,-4.0,0.0
62223002642,Davis Elementary,38.035844,-121.247432,351.0,16.0,1,1,21.9375,0.0233879051119278,0.0543547700170357,-4.0,0.0
62223002643,Oakwood Elementary,38.034388,-121.329147,537.0,22.0,1,1,24.40909090909091,0.0358169061142666,0.0606705900573021,-4.0,0.0
62223002646,Erma B. Reese Elementary,38.135621,-121.29525,559.0,25.0,1,1,22.36,0.0372870030070163,0.055434412265758,-4.0,0.0
62223002647,George Washington Elementary,38.138875,-121.284955,374.0,17.0,1,1,22.0,0.0249248245907116,0.0545144804088586,-4.0,0.0
62223002649,Heritage Elementary,38.128239,-121.26168,518.0,22.0,1,1,23.545454545454547,0.0345472769796191,0.0584636828248412,-4.0,0.0
62223002650,Houston,38.174188,-121.261338,156.0,8.0,1,1,19.5,0.0103575008352823,0.0481260647359454,-4.0,0.0
62223002652,Lakewood Elementary,38.146495,-121.288142,455.0,21.0,1,1,21.666666666666668,0.0303374540594721,0.0536626916524701,-4.0,0.0
62223002653,Lawrence Elementary,38.143016,-121.266257,524.0,20.0,1,1,26.2,0.0349482124958235,0.0652470187393526,-4.0,0.0
62223002654,Leroy Nichols Elementary,38.116853,-121.283359,290.0,12.0,1,1,24.166666666666668,0.0193117273638489,0.0600511073253833,-4.0,0.0
62223002655,Liberty High,38.131094,-121.281392,127.0,8.0,3,4,15.875,0.008419645840294,0.0388628620102214,-4.0,0.0
62223002656,Live Oak Elementary,38.08492,-121.253333,283.0,12.0,1,1,23.58333333333333,0.0188439692616104,0.0585604770017035,-4.0,0.0
62223002657,Lockeford Elementary,38.161024,-121.148887,487.0,21.0,1,1,23.19047619047619,0.0324757768125626,0.0575565831102458,-4.0,0.0
62223002658,Lodi High,38.1336,-121.2912,2151.0,107.0,3,1,20.10280373831776,0.1436685599732709,0.0496664490757694,787.0,0.3387580299785867
62223002659,Morada Middle,38.046442,-121.249974,730.0,37.0,2,1,19.72972972972973,0.0487136652188439,0.0487131083383212,-4.0,0.0
62223002663,Lodi Middle,38.121978,-121.289326,824.0,43.0,2,1,19.162790697674417,0.0549949883060474,0.0472643714591339,-4.0,0.0
62223002665,Tokay High,38.109594,-121.284431,2069.0,101.0,3,1,20.485148514851485,0.1381891079184764,0.0506434800209152,441.0,0.1905781584582441
62223002668,Victor Elementary,38.142603,-121.204993,164.0,8.0,1,1,20.5,0.0108920815235549,0.0506814310051107,-4.0,0.0
62223002669,Vinewood Elementary,38.126087,-121.29426,540.0,21.0,1,1,25.714285714285715,0.0360173738723688,0.0640058408371866,-4.0,0.0
62223002776,Plaza Robles Continuation High,38.036476,-121.339228,146.0,11.0,3,4,13.272727272727272,0.0096892749749415,0.03221310205978,-4.0,0.0
62223003998,John Muir Elementary,38.048905,-121.342866,570.0,24.0,1,1,23.75,0.0380220514533912,0.0589863713798977,-4.0,0.0
62223007743,Elkhorn,38.05025,-121.333442,270.0,10.0,2,1,27.0,0.0179752756431673,0.0672913117546848,-4.0,0.0
62223008152,Clairmont Elementary,38.026566,-121.287458,353.0,16.0,1,1,22.0625,0.0235215502839959,0.0546741908006814,-4.0,0.0
62223008320,Independence,38.100321,-121.310955,527.0,29.0,4,4,18.17241379310345,0.0351486802539258,0.044733595723433,-4.0,0.0
62223008321,Henderson,38.100321,-121.310955,27.0,5.0,2,4,5.4,0.001737387236886,0.0120954003407155,-4.0,0.0
62223008616,Middle College High,37.995359,-121.318594,301.0,11.0,3,1,27.363636363636363,0.0200467758102238,0.0682205358525631,-4.0,0.0
62223008617,Joe Serna Jr. Charter,38.174188,-121.261338,361.0,18.0,1,1,20.05555555555556,0.0240561309722686,0.0495457126632595,-4.0,0.0
62223008878,Parklane Elementary,38.027333,-121.301745,443.0,18.0,1,1,24.61111111111111,0.0295355830270631,0.0611868256672345,-4.0,0.0
62223008879,Creekside Elementary,38.042135,-121.348979,516.0,21.0,1,1,24.571428571428573,0.0344136318075509,0.0610854222438549,-4.0,0.0
62223009391,Delta Sierra Middle,38.035877,-121.34261,579.0,31.0,2,1,18.677419354838708,0.0386234547276979,0.0460240699016321,-4.0,0.0
62223009895,Wagner-Holt Elementary,38.029504,-121.352825,477.0,18.0,1,1,26.5,0.0318075509522218,0.0660136286201022,-4.0,0.0
62223009896,Beckman Elementary,38.10459,-121.282041,565.0,23.0,1,1,24.565217391304348,0.0376879385232208,0.0610695504036738,-4.0,0.0
62223010314,Bear Creek High,38.050515,-121.353586,2033.0,99.0,3,1,20.535353535353536,0.1357834948212495,0.0507717722368489,1098.0,0.471948608137045
62223010315,Westwood Elementary,38.03642,-121.288883,428.0,20.0,1,1,21.4,0.0285332442365519,0.0529812606473594,-4.0,0.0
62223010652,Julia Morgan Elementary,38.051339,-121.358324,451.0,18.0,1,1,25.05555555555556,0.0300701637153357,0.0623225440090857,-4.0,0.0
62223011322,Clyde W. Needham Elementary,38.128378,-121.2766,329.0,15.0,1,1,21.933333333333334,0.021917808219178,0.0543441226575809,-4.0,0.0
62223011356,Lois E. Borchardt Elementary,38.1042,-121.2653,754.0,31.0,1,1,24.32258064516129,0.0503174072836618,0.0604495246469198,-4.0,0.0
62223011413,Ansel Adams,38.033364,-121.275645,632.0,28.0,1,1,22.571428571428573,0.0421650517875041,0.0559746897055244,-4.0,0.0
62223011414,Millswood Middle,38.137376,-121.298749,778.0,40.0,2,1,19.45,0.0519211493484797,0.0479982964224872,-4.0,0.0
62223011415,Christa McAuliffe Middle,38.045594,-121.366342,618.0,31.0,2,1,19.93548387096774,0.041229535583027,0.0492388855305819,-4.0,0.0
62223011416,Ellerth E. Larson Elementary,38.103911,-121.301635,810.0,35.0,1,1,23.142857142857142,0.0540594721015703,0.0574348990021903,-4.0,0.0
62223011417,Manlio Silva Elementary,38.05384,-121.392954,741.0,30.0,1,1,24.7,0.0494487136652188,0.0614139693356047,-4.0,0.0
62223011418,Ronald E. McNair High,38.039356,-121.298591,1846.0,94.0,3,1,19.638297872340427,0.1232876712328767,0.0484794664540215,652.0,0.2809421841541756
62223011774,George Lincoln Mosher,38.046127,-121.273061,550.0,22.0,1,1,25.0,0.0366855997327096,0.0621805792163543,-4.0,0.0
62223011775,Woodbridge,38.149866,-121.303901,355.0,16.0,1,1,22.1875,0.0236551954560641,0.054993611584327,-4.0,0.0
62223012344,Podesta Ranch Elementary,38.04488,-121.32485,380.0,18.0,1,1,21.11111111111111,0.0253257601069161,0.0522430437251561,-4.0,0.0
62223012997,Turner Academy at Tokay Colony,38.079999,-121.149401,20.0,3.0,1,2,6.666666666666667,0.0012696291346475,0.0153321976149914,-4.0,0.0
62223014403,Valley Robotics Academy,38.100321,-121.310955,452.0,19.0,4,4,23.789473684210527,0.0301369863013698,0.059087241101049,0.0,0.0017130620985010706
62235002672,C. T. English Middle,37.125355,-121.943026,168.0,10.0,2,1,16.8,0.0111593718676912,0.0412265758091993,-4.0,0.0
62235002673,Loma Prieta Elementary,37.125355,-121.943026,254.0,12.0,1,1,21.166666666666668,0.0169061142666221,0.0523850085178875,-4.0,0.0
62238002674,La Entrada Middle,37.427407,-122.201695,605.0,40.0,2,1,15.125,0.040360841964584,0.0369463373083475,-4.0,0.0
62238002675,Las Lomitas Elementary,37.437988,-122.21238,478.0,29.0,1,1,16.482758620689655,0.0318743735382559,0.0404159078893262,-4.0,0.0
62241002676,Buena Vista Elementary,34.709394,-120.464733,487.0,21.0,1,1,23.19047619047619,0.0324757768125626,0.0575565831102458,-4.0,0.0
62241002677,Cabrillo High,34.712284,-120.474099,1096.0,54.0,3,1,20.296296296296298,0.073170731707317,0.0501608934317622,740.0,0.31862955032119916
62241002678,Crestview Elementary,34.75591,-120.52824,421.0,20.0,1,1,21.05,0.0280654861343133,0.0520868824531516,-4.0,0.0
62241002680,Leonora Fillmore Elementary,34.65048,-120.44268,525.0,24.0,1,1,21.875,0.0350150350818576,0.0541950596252129,-4.0,0.0
62241002681,Arthur Hapgood Elementary,34.635387,-120.448518,679.0,30.0,1,1,22.633333333333333,0.0453057133311059,0.0561328790459966,-4.0,0.0
62241002682,La Canada Elementary,34.653932,-120.464702,597.0,28.0,1,1,21.321428571428573,0.0398262612763114,0.0527804818690679,-4.0,0.0
62241002683,Lompoc Valley Middle,34.636565,-120.464771,857.0,41.0,2,1,20.902439024390244,0.057200133645172,0.0517098101134333,-4.0,0.0
62241002684,Lompoc High,34.647531,-120.46414,1725.0,85.0,3,1,20.294117647058822,0.1152021383227531,0.0501553261849884,686.0,0.2955032119914347
62241002685,Los Berros Visual and Performing Arts Academy,34.696471,-120.433264,421.0,24.0,1,1,17.541666666666668,0.0280654861343133,0.0431218057921635,-4.0,0.0
62241002687,Maple High,34.694499,-120.470526,126.0,10.0,3,4,12.6,0.0083528232542599,0.0304940374787052,-4.0,0.0
62241002689,Clarence Ruth Elementary,34.645754,-120.476981,450.0,21.0,1,1,21.428571428571427,0.0300033411293017,0.0530542711121927,-4.0,0.0
62241002690,Vandenberg Middle,34.750587,-120.51777,595.0,28.0,2,1,21.25,0.0396926161042432,0.0525979557069846,-4.0,0.0
62241007298,La Honda STEAM Academy,34.657762,-120.449601,495.0,22.0,1,1,22.5,0.0330103575008352,0.0557921635434412,-4.0,0.0
62241008882,Miguelito Elementary,34.633853,-120.476463,594.0,26.0,1,1,22.846153846153847,0.0396257935182091,0.0566767134058445,-4.0,0.0
62241011344,Mission Valley,34.660208,-120.451403,100.0,4.0,1,4,25.0,0.0066154360173738,0.0621805792163543,-4.0,0.0
62241013924,Dr Bob Forinash Community Day,34.64351,-120.46,15.0,4.0,3,4,3.75,0.0009355162044771,0.0078790459965928,-4.0,0.0
62244002692,Lo-Inyo Elementary,36.608598,-118.063094,211.0,11.0,1,1,19.181818181818183,0.0140327430671566,0.047312993650302,-4.0,0.0
62244002693,Lone Pine High,36.602202,-118.060607,119.0,7.0,3,1,17.0,0.0078850651520213,0.0417376490630323,83.0,0.037259100642398284
62250002695,Addams Elementary,33.852887,-118.191133,791.0,34.0,1,1,23.264705882352946,0.0527898429669228,0.0577462671610381,-4.0,0.0
62250002697,Bancroft Middle,33.840203,-118.129419,904.0,37.0,2,1,24.43243243243243,0.0603407951887738,0.06073023619872,-4.0,0.0
62250002698,Barton Elementary,33.846389,-118.178138,433.0,16.0,1,1,27.0625,0.0288673571667223,0.0674510221465076,-4.0,0.0
62250002699,Birney Elementary,33.810981,-118.20057,502.0,22.0,1,1,22.818181818181817,0.0334781156030738,0.0566052346290847,-4.0,0.0
62250002700,Bixby Elementary,33.796483,-118.130744,521.0,20.0,1,1,26.05,0.0347477447377213,0.0648637137989778,-4.0,0.0
62250002701,Bryant Elementary,33.783749,-118.145077,305.0,13.0,1,1,23.46153846153846,0.0203140661543601,0.0582492464945616,-4.0,0.0
62250002702,Burbank Elementary,33.772878,-118.164456,579.0,25.0,1,1,23.16,0.0386234547276979,0.0574787052810902,-4.0,0.0
62250002703,Burcham Elementary,33.821634,-118.122112,349.0,13.0,1,1,26.846153846153847,0.0232542599398596,0.0668981784825055,-4.0,0.0
62250002704,Bobbie Smith Elementary,33.797494,-118.185871,698.0,27.0,1,1,25.85185185185185,0.0465753424657534,0.0643573727049025,-4.0,0.0
62250002706,Carver Elementary,33.812201,-118.12787,503.0,18.0,1,1,27.944444444444443,0.0335449381891079,0.0697047132311186,-4.0,0.0
62250002707,Cleveland Elementary,33.8446,-118.1065,455.0,19.0,1,1,23.94736842105263,0.0303374540594721,0.059490719985654,-4.0,0.0
62250002708,Jessie Nelson Academy,33.793016,-118.16957,826.0,31.0,2,1,26.64516129032258,0.0551286334781156,0.066384568884981,-4.0,0.0
62250002709,Cubberley K-8,33.815287,-118.102295,920.0,38.0,1,1,24.210526315789476,0.061409956565319,0.0601631847933291,-4.0,0.0
62250002711,Edison Elementary,33.774656,-118.200864,425.0,18.0,1,1,23.61111111111111,0.0283327764784497,0.0586314593980692,-4.0,0.0
62250002712,Emerson Parkside Academy,33.804319,-118.106079,328.0,14.0,1,1,23.428571428571427,0.021850985633144,0.0581650036505232,-4.0,0.0
62250002713,Franklin Classical Middle,33.773644,-118.177735,1095.0,47.0,2,1,23.29787234042553,0.0731039091212829,0.0578310196092645,-4.0,0.0
62250002714,Fremont Elementary,33.771418,-118.144781,449.0,17.0,1,1,26.41176470588235,0.0299365185432676,0.0657881551257641,-4.0,0.0
62250002715,Gant Elementary,33.790073,-118.118875,593.0,22.0,1,1,26.954545454545453,0.039558970932175,0.06717515874245,-4.0,0.0
62250002716,Garfield Elementary,33.79796,-118.213028,573.0,25.0,1,1,22.92,0.0382225192114934,0.0568654173764906,-4.0,0.0
62250002717,Gompers,33.852057,-118.122505,342.0,15.0,1,1,22.8,0.0227865018376211,0.0565587734241908,-4.0,0.0
62250002718,Grant Elementary,33.871428,-118.176122,991.0,36.0,1,1,27.52777777777778,0.0661543601737387,0.0686399772856331,-4.0,0.0
62250002719,Hamilton Middle,33.8809,-118.1795,824.0,34.0,2,1,24.235294117647054,0.0549949883060474,0.0602264755987573,-4.0,0.0
62250002720,Harte Elementary,33.859167,-118.171532,795.0,29.0,1,1,27.41379310344828,0.0530571333110591,0.0683487046936497,-4.0,0.0
62250002721,Henry,33.825627,-118.109911,840.0,29.0,1,1,28.96551724137931,0.0560641496825927,0.0723139282147682,-4.0,0.0
62250002723,Holmes Elementary,33.849206,-118.148667,393.0,17.0,1,1,23.11764705882353,0.0261944537253591,0.057370478003808,-4.0,0.0
62250002724,Hoover Middle,33.84036,-118.151563,573.0,27.0,2,1,21.22222222222222,0.0382225192114934,0.0525269733106189,-4.0,0.0
62250002725,Hudson,33.799388,-118.220154,276.0,16.0,1,1,17.25,0.0183762111593718,0.0423764906303236,-4.0,0.0
62250002726,Hughes Middle,33.828193,-118.180323,1328.0,54.0,2,1,24.59259259259259,0.0886735716672235,0.0611395040696573,-4.0,0.0
62250002727,Jefferson Leadership Academies,33.776354,-118.14863,1000.0,40.0,2,1,25.0,0.0667557634480454,0.0621805792163543,-4.0,0.0
